,tag,name,badgeId,trophies,rank,memberCount
181,#28L0V8YGV,FireRider⭐2,8000037,1232079,182,30
182,#29J22CLJG,Brawldogs,8000049,1231759,183,30
183,#28J208JCP,The Dark Icons,8000021,1228636,184,30
184,#2GU99JV2Y,fiy Randoms 😈,8000003,1227486,185,29
185,#22RQVRV9,Burdur 15,8000004,1227319,186,30
186,#LRCG9C2L,Slimes,8000013,1227185,187,30
187,#2JCUUL9QG,黑暗 Dark™️Times次,8000004,1226616,188,30
188,#22UU8VRU2,Kingzmen,8000029,1226292,189,30
189,#2L0QG9U2G,HighDrated,8000051,1224595,190,30
190,#2CR0QLC80,Us VS The World,8000036,1224282,191,25
191,#2LRL8829P,Apex,8000003,1224262,192,30
192,#2JLJ2UQVQ,Staying Alive,8000023,1222339,193,30
193,#2QQL2P0JU,AURORA X,8000020,1222008,194,30
194,#2LPVGQ2LG,🌑MoonGang🌑,8000034,1220930,195,30
195,#QRCPLG0J,Tubemex,8000041,1218344,196,30
196,#JPC8L9CV,Team Knuffi,8000016,1218209,197,30
197,#2LJV2GVQY,TROPHÄEN JÄGER,8000029,1216822,198,30
198,#2CY2YL208,LaidbackLegends,8000018,1216126,199,28
199,#200CUPCQP,Silky-Fanclub🦭,8000021,1215923,200,30
